Performance.KDTMean;Performance.MAMean;Performance.MVMean;Performance.TBCMean;Performance.DDCMean;Performance.DMSMean;Performance.AEDMean;Performance.ADMSLMean;ExhaustionLevel;Performance.Task
0,500083637;0,445426263;0,316082877;0,413316662;0,222116059;0,234028428;0,188305782;0,328491981;0;1
0,500325939;0,482907465;0,32194815;0,418223507;0,203418498;0,231157273;0,184960127;0,326745969;0;1
0,500282307;0,451362103;0,3396122;0,440086853;0,40927353;0,240975598;0,202065554;0,356925143;0;1
0,500721249;0,528538902;0,281619368;0,444413801;0,214027037;0,252087507;0,192843311;0,387209067;0;1
0,505210552;0,470297749;0,332811151;0,621458901;0,227062771;0,236410609;0,154396222;0,364342728;0;1
0,502039505;0,471411847;0,348374283;0,512960958;0,453811655;0,243336828;0,190519936;0,3749641;0;1
0,500614792;0,491182544;0,373359631;0,465743136;0,190938561;0,228528922;0,184892837;0,319224767;0;1
0,49969956;0,673389552;0,428872333;0,422738703;0,168805721;0,260181493;0,191910487;0,397675105;0;1
0,499517251;0,4916101;0,370411348;0,44177092;0,271612059;0,224948256;0,181824599;0,278453842;0;1
0,513459638;0,586358675;0,384689132;0,676665424;0,168805721;0,254639254;0,17224171;0,369035426;0;1
0,501216552;0,422537605;0,296591792;0,434793069;0,328388277;0,224154403;0,154580893;0,280051039;0;1
0,506517769;0,396822099;0,300535551;0,502894003;0,242236456;0,234976481;0,156481499;0,300052101;0;1
0,498497588;0,423729855;0,325239843;0,429337176;0,174062514;0,242703401;0,163366068;0,363374299;0;1
0,501230814;0,435668837;0,337827773;0,455348502;0,219152577;0,239844915;0,161062975;0,34528867;0;1
0,501995019;0,487747847;0,365370099;0,422482878;0,264239987;0,239274357;0,166896609;0,336416308;0;1
0,500541108;0,451108102;0,31038786;0,468599474;0,219776513;0,227110518;0,181057749;0,294448758;0;1
0,503019792;0,398639508;0,30364999;0,441682069;0,216542407;0,237063915;0,186487057;0,337664307;1;1
0,50083169;0,410283787;0,310777396;0,448787486;0,225877506;0,244554297;0,160829774;0,38715001;1;1
0,500621741;0,449776434;0,361369904;0,487602599;0,196489036;0,231112996;0,178819621;0,308422211;0;1
0,488522295;0,461454337;0,383459915;0,465340383;0,202581394;0,220690292;0,365869574;0,271088536;0;1
0,499218348;0,478104872;0,385167923;0,428880406;0,299806268;0,232674434;0,186790975;0,28778989;0;1
0,50141003;0,412522657;0,316626781;0,423645562;0,202375643;0,2455282;0,175946935;0,350117217;1;1
0,531353783;0,407202511;0,313182692;0,500326925;0,253974374;0,232862844;0,191247594;0,284600734;1;1
0,500713067;0,413458056;0,310957879;0,491851648;0,193421621;0,250555763;0,186536086;0,337283571;1;1
0,501261914;0,417037524;0,320926645;0,498181393;0,187284956;0,251279727;0,204905498;0,355990368;1;1
0,499335671;0,376142538;0,279599026;0,429004764;0,202062846;0,22179215;0,171560911;0,265963948;0;1
0,498800706;0,408450703;0,318184382;0,4280448;0,209177533;0,220246231;0,156682274;0,291454219;0;1
0,500622042;0,387695892;0,290107734;0,549747391;0,251754602;0,2408108;0,17771979;0,326856392;1;1
0,498124952;0,394717314;0,301161707;0,700595471;0,183238514;0,222486765;0,242846984;0,270174145;0;1
0,500249551;0,388505007;0,293029049;0,511732844;0,224776228;0,225674225;0,232770417;0,267480198;0;1
0,499467219;0,426926831;0,332265609;0,51761194;0,230847738;0,228567521;0,208335892;0,290723792;0;1
0,499290904;0,388808363;0,289588461;0,57233289;0,205950865;0,227524153;0,202281857;0,273252347;0;1
0,499785839;0,385480699;0,291984222;0,519632421;0,254449594;0,221688138;0,189254066;0,267507291;0;1
0,501935434;0,368195612;0,265241695;0,527367595;0,195412915;0,221329229;0,18890201;0,269846089;0;1
0,501777035;0,500165739;0,407916305;0,449482292;0,206240456;0,243262721;0,183015007;0,406903585;0;1
0,500120717;0,426082084;0,340678185;0,437820902;0,215887555;0,231500229;0,163221061;0,319796934;0;1
0,500491614;0,480415903;0,339637485;0,497984674;0,18995831;0,229443785;0,174545318;0,299249647;0;1
0,500085041;0,437148716;0,260997761;0,443247354;0,1916662;0,252795959;0,187999296;0,382672321;0;1
0,499431502;0,38887488;0,281618601;0,403845708;0,168805721;0,234014334;0,153060634;0,319970505;0;1
0,501192433;0,387850681;0,295053995;0,473093891;0,250654752;0,235038623;0,169990324;0,310785149;0;1
0,500186957;0,407627709;0,320017892;0,486232546;0,24374182;0,23492431;0,166733139;0,31124736;0;1
0,502506984;0,396810013;0,299354368;0,532916763;0,261383774;0,238002112;0,196419936;0,293592265;0;1
0,501208911;0,429035978;0,339791331;0,467692787;0,241207457;0,237413402;0,204215692;0,309112743;1;1
0,500921029;0,457400098;0,358647836;0,461621661;0,169271514;0,255099068;0,163165284;0,364025738;1;1
0,500623994;0,436667512;0,338937002;0,517280603;0,213079911;0,266585613;0,185108681;0,43901597;1;1
0,501084887;0,544539615;0,450391061;0,40911426;0,202622703;0,246971576;0,231946395;0,344577386;1;1
0,497498415;0,452189627;0,341645016;0,386827099;0,168805721;0,235493099;0,171342101;0,328447821;1;1
0,499974701;0,389404391;0,278023148;0,649239955;0,329040681;0,255854978;0,315490049;0,372255375;1;1
0,496727511;0,429390142;0,332072729;0,408599586;0,169135086;0,262130413;0,140102584;0,445063121;1;1
0,504756235;0,429990699;0,32922953;0,413084851;0,240462513;0,227553113;0,168515202;0,307534801;0;1
0,500171178;0,424371886;0,334592814;0,669726944;0,517904599;0,229818533;0,199341499;0,293336159;0;1
0,499088314;0,461549493;0,351778049;0,43644926;0,259166132;0,230005477;0,187721738;0,316449281;0;1
0,502236036;0,361497562;0,258946457;0,493238056;0,344467911;0,220682315;0,169377651;0,275540088;0;1
0,499653509;0,425850155;0,297361579;0,427925677;0,211445597;0,228955481;0,23921189;0,287331997;0;1
0,50122785;0,418491817;0,290929519;0,429499131;0,235867209;0,240280368;0,167852363;0,331629917;0;1
0,500857592;0,444230734;0,350034755;0,50649414;0,223797931;0,223385099;0,201213338;0,274962879;0;1
0,556440501;0,434056699;0,334522711;0,441444851;0,207202128;0,280819665;0,175885302;0,445516336;0;1
0,500833297;0,411770462;0,297232788;0,444053904;0,29124965;0,233604986;0,179413171;0,309688872;0;1
0,501312712;0,424541559;0,288260905;0,42478354;0,187138106;0,222170842;0,170636518;0,282960001;0;1
0,500752209;0,418054085;0,309327303;0,412395136;0,301415018;0,228088164;0,184231528;0,302796927;1;1
0,500739475;0,442633223;0,326430003;0,460451517;0,260953578;0,232241033;0,155579826;0,324339589;1;1
0,500193012;0,469812241;0,311619825;0,433175505;0,249926365;0,225138037;0,176070402;0,313734264;0;1
0,501544484;0,375290374;0,27731682;0,431072577;0,339450211;0,240771048;0,158617737;0,310450326;1;1
0,500193428;0,395234673;0,297955198;0,459154025;0,208851242;0,234934222;0,172336851;0,315557609;1;1
0,500994456;0,4148173;0,316856102;0,45791829;0,187275166;0,228917791;0,175524246;0,298972627;1;1
0,503715303;0,388052927;0,291265891;0,491116939;0,22837471;0,228232203;0,193098222;0,285990562;1;1
0,502018943;0,379717784;0,281563309;0,421185014;0,193449272;0,218499501;0,203573289;0,259991607;1;1
0,501169783;0,408772474;0,312141693;0,44722216;0,182954197;0,23225727;0,201822647;0,297582994;1;1
0,501333999;0,432656872;0,340586445;0,461258889;0,184773249;0,236913397;0,148326378;0,384250427;0;1
0,50088573;0,41632605;0,324586108;0,429683475;0,168805721;0,223406429;0,175793892;0,290747668;0;1
0,499863921;0,449850636;0,359227322;0,491914054;0,217041084;0,221266583;0,230803926;0,259049329;0;1
0,500796004;0,439838458;0,348548989;0,486485886;0,197328371;0,233324619;0,193555424;0,346083614;0;1
0,500109686;0,430923631;0,346421529;0,494961793;0,210383367;0,250420997;0,197271158;0,35002511;0;1
0,499987432;0,405186642;0,306300537;0,512862868;0,198450724;0,224814638;0,216090134;0,29565199;0;1
0,499985803;0,431401857;0,333208394;0,453863374;0,188784396;0,225509694;0,179808203;0,305263993;0;1
0,501585621;0,454576504;0,342384641;0,399533046;0,231276733;0,232279697;0,174567959;0,304162702;0;3
0,537554317;0,426129264;0,289083449;0,41755089;0,237113082;0,219271724;0,186962505;0,261763138;0;3
0,498741999;0,482432456;0,318820244;0,454231445;0,431795715;0,222414652;0,168862181;0,270259806;0;3
0,503141445;0,463457646;0,291160137;0,414477075;0,23062227;0,222181207;0,14580064;0,270881883;0;3
0,498918245;0,40268533;0,273949594;0,416172449;0,196005605;0,219490078;0,170161828;0,264363846;0;2
0,499645621;0,424807661;0,332607836;0,413959295;0,242102553;0,227128137;0,173734591;0,298623451;0;2
0,501549095;0,418456333;0,317286656;0,389853915;0,339550509;0,230636726;0,180084453;0,313217872;0;2
0,488522295;0,299939593;0,212409916;0,349163607;0,168805721;0,215383618;0,195740946;0,242714802;0;2
0,49980762;0,50960578;0,421932779;0,414793728;0,363025191;0,248653018;0,176214203;0,402940921;0;2
0,49978714;0,451857628;0,343691866;0,431031166;0,200457336;0,250034088;0,184463238;0,398335966;0;2
0,498064705;0,455881638;0,372491485;0,512720808;0,234833191;0,228719913;0,195954975;0,320264929;0;2
0,500720516;0,471091233;0,356980342;0,422577068;0,213916356;0,231870781;0,1907988;0,352639427;0;2
0,510818981;0,445852773;0,295058574;0,395683418;0,235029488;0,221008131;0,189705437;0,273686777;0;2
0,49994396;0,441775852;0,288553479;0,499111821;0,219115485;0,260401211;0,198277729;0,361028574;0;2
0,504964966;0,408563704;0,295259178;0,410999792;0,244477997;0,244135465;0,158217436;0,427102158;0;2
0,504872456;0,414094753;0,331708476;0,415774694;0,457108914;0,232407606;0,172736159;0,314322853;0;1
0,505296943;0,490861548;0,334857454;0,416940961;0,38261062;0,239486923;0,203428563;0,440726632;1;1
0,519366296;0,420608913;0,331095756;0,420888392;0,191008568;0,224276866;0,198159054;0,196772876;1;1
0,501426092;0,381602541;0,330054217;0,41726728;0,208011873;0,234043814;0,189478398;0,318806554;0;1
0,500705563;0,386681855;0,330730762;0,415715381;0,220047028;0,221157217;0,216651353;0,160008937;0;1
0,530041642;0,422724688;0,33182176;0,418541656;0,217361412;0,233028803;0,204528588;0,323669245;0;1
0,50237341;0,427121042;0,332165073;0,416131639;0,187525797;0,234616898;0,2012949;0,325747372;0;1
0,501063002;0,495304101;0,334937486;0,415662483;0,218643075;0,229463137;0,199137546;0,280585047;0;1
0,530832025;0,4598425;0,333641996;0,416745107;0,385668974;0,229312801;0,170417037;0,254122755;0;1
0,502310211;0,464957984;0,333850244;0,416069639;0,246514567;0,224291725;0,213074585;0,210941862;0;1
0,536139562;0,445894865;0,332217308;0,42345177;0,246395876;0,230229267;0,214853319;0,255243105;0;1
0,499823783;0,482157529;0,334824386;0,419383799;0,18364346;0,234222656;0,205251017;0,346293876;0;1
0,499709585;0,426078539;0,331433687;0,41381253;0,256181558;0,239913241;0,166277059;0,327034686;0;1
0,502048979;0,448075697;0,332161918;0,424528381;0,251800926;0,232214334;0,176587736;0,304231174;0;1
0,500237541;0,375629644;0,329922465;0,429185143;0,282352659;0,222900881;0,189634487;0,193621138;0;1
0,50318185;0,454183167;0,333232485;0,419473619;0,256515802;0,240664628;0,164602998;0,381835511;0;1
0,505014385;0,454729275;0,333420755;0,437518314;0,182928894;0,227060896;0,235172741;0,25963843;0;1
0,501736674;0,380559656;0,329966725;0,437510211;0,28440592;0,233140626;0,169018016;0,278527025;1;1
0,501088684;0,350128361;0,328936977;0,436923564;0,251024726;0,22423453;0,220789727;0,197999577;0;1
0,49945523;0,358399341;0,328997708;0,424564603;0,210631828;0,225485781;0,175966567;0,2478815;0;1
0,500603663;0,335749201;0,328494533;0,430103276;0,320750507;0,25964101;0,18704999;0,482410451;0;1
0,501002631;0,354292117;0,329425271;0,42687642;0,223473844;0,230392066;0,184608014;0,335615042;0;1
0,500343348;0,353024518;0,328874068;0,429881923;0,207032152;0,233074761;0,183822211;0,416012262;0;1
0,50014439;0,396758043;0,330465133;0,425766708;0,216645592;0,231923705;0,244131192;0,278823826;0;1
0,499381603;0,405654474;0,330434707;0,423781687;0,410716156;0,226645173;0,185134817;0,355704162;0;1
0,501497651;0,474304846;0,333106275;0,441429176;0,219943684;0,247418162;0,283989738;0,439023165;0;1
0,501179221;0,413504863;0,331800299;0,420374322;0,254624198;0,22692915;0,158488889;0,285167906;0;1
0,501956472;0,487675044;0,33404186;0,418849243;0,318586802;0,237212802;0,158069176;0,479512784;0;1
0,520901495;0,406710728;0,330986704;0,421449632;0,251987016;0,227530316;0,187649503;0,259885875;0;1
0,501161253;0,406960464;0,331055855;0,421859105;0,264994295;0,227409271;0,188661421;0,268232794;0;1
0,508740072;0,480686857;0,333845473;0,420002825;0,286831586;0,234130833;0,168061088;0,484891184;0;1
0,520131382;0,434218211;0,331938405;0,4248032;0,189074232;0,230272926;0,181924157;0,304647758;0;1
0,497281219;0,402410742;0,33111936;0,443128197;0,182643068;0,234419882;0,193470626;0,297391123;0;1
0,500568743;0,443120695;0,332597993;0,420977879;0,185474355;0,230826964;0,171164914;0,333700313;0;1
0,499887505;0,390971229;0,330067875;0,424639772;0,20637478;0,234356697;0,173741429;0,299090377;0;1
0,499742963;0,42148825;0,331883252;0,421564194;0,278025385;0,224448345;0,193538314;0,194025096;0;1
0,499611341;0,436743555;0,332130501;0,423356854;0,185041197;0,22423851;0,169713076;0,188506599;0;2
0,499600925;0,4374815;0,332220991;0,422583987;0,194808855;0,227545485;0,187681023;0,246072763;0;2
0,499560092;0,486377238;0,334243157;0,423597119;0,237349896;0,229634467;0,191618258;0,269539723;0;2
0,499740939;0,465662316;0,333133275;0,425485387;0,182643068;0,231635241;0,206582661;0,262796234;0;2
0,499493478;0,423160038;0,33216585;0,434470543;0,215626122;0,232791973;0,184054933;0,207736966;0;2
0,500579902;0,435091628;0,332570818;0,417332831;0,189762202;0,221931418;0,171877027;0,175350949;0;2
0,505308665;0,373890768;0,330233431;0,441700657;0,201595521;0,227706228;0,478343991;0,181700245;0;2
0,499657976;0,474931155;0,33407711;0,428844251;0,182643068;0,231323506;0,213966114;0,303971476;0;2
0,499825358;0,469096313;0,333512429;0,419712828;0,186249946;0,227020719;0,16456889;0,251495395;0;2
0,499737796;0,596938027;0,339167702;0,425351568;0,200131224;0,225557359;0,152123737;0,257821687;0;2
0,499898887;0,454898588;0,332711064;0,428418571;0,182928894;0,228029694;0,16415228;0,259123688;0;2
0,499875219;0,412433225;0,331582043;0,424933449;0,241065958;0,22253383;0,19624985;0,199759543;0;2
0,499718355;0,441630485;0,332973594;0,42962681;0,183214721;0,236295606;0,165433512;0,430422267;0;2
0,500329764;0,450934066;0,333150547;0,419531179;0,271709873;0,223552635;0,172670816;0,186991166;0;2
0,50016722;0,399159465;0,331182727;0,439119005;0,211472939;0,225557121;0,367552578;0,198025137;0;2
0,500699322;0,41074964;0,331236384;0,427712643;0,252644755;0,231683954;0,190500895;0,261826241;0;2
