Performance.KDTMean;Performance.MAMean;Performance.MVMean;Performance.TBCMean;Performance.DDCMean;Performance.DMSMean;Performance.AEDMean;Performance.ADMSLMean;ExhaustionLevel;Performance.Task
0,501090541;0,383344479;0,330561665;0,429585761;0,240853672;0,232566171;0,204779946;0,175018284;0;2
0,508838522;0,384222127;0,330575261;0,421877831;0,216168841;0,223324364;0,168829965;0,187946572;0;2
0,51020512;0,410138599;0,331523231;0,420864382;0,186072986;0,231778596;0,211050221;0,329711252;0;2
0,499873046;0,392386382;0,330871569;0,418594435;0,21178884;0,223227721;0,167419931;0,188390218;0;2
0,48920428;0,456731601;0,333207398;0,418837704;0,182928894;0,225957911;0,193171217;0,257141212;0;2
0,48920428;0,419625267;0,33146806;0,431467823;0,222039939;0,245587858;0,191840493;0,428105308;0;2
0,48920428;0,421302022;0,331447598;0,41812037;0,472790992;0,230952026;0,181784939;0,275702473;0;2
0,48920428;0,413812209;0,3316888;0,41789464;0,182928894;0,234729896;0,190496027;0,242193082;0;2
0,48920428;0,54176889;0,337164956;0,42086146;0,225402437;0,240245376;0,176000655;0,38883651;0;2
0,48920428;0,377134079;0,330045394;0,424505607;0,225460203;0,229076853;0,216608653;0,278860785;0;2
0,500021609;0,370736704;0,329776291;0,450479718;0,183303046;0,243541152;0,193488604;0,405299626;0;2
0,501825581;0,414579965;0,331455839;0,422019241;0,300014432;0,241849034;0,21250048;0,400242618;0;2
0,498859604;0,423624874;0,331523105;0,42922594;0,222169093;0,245229618;0,173081609;0,393034848;0;2
0,501390694;0,376805354;0,330427895;0,46737406;0,184937569;0,23711921;0,22546636;0,360387815;0;2
0,48920428;0,575421876;0,347531585;0,413367425;0,199530058;0,220469057;0,068995946;0,141234687;0;3
0,500274025;0,406574527;0,331000584;0,424382623;0,230194241;0,225215889;0,170393558;0,25003163;0;2
0,532152577;0,399021369;0,331224291;0,42016953;0,240438314;0,223139031;0,176344029;0,177917174;0;2
0,502462421;0,429121765;0,331808419;0,423122958;0,204713517;0,234077198;0,18059809;0,374005463;0;2
0,500420057;0,491259536;0,334665746;0,427811842;0,213617741;0,224303576;0,209816827;0,199906924;0;2
0,50033777;0,369404347;0,329931477;0,420576789;0,184221934;0,229318139;0,174422219;0,263366708;0;2
0,500542909;0,634531736;0,341333106;0,479201906;0,347957774;0,229227741;0,192552285;0,214306611;0;2
0,48920428;0,433632644;0,332225441;0,430653847;0,287443826;0,232038568;0,21811159;0,325176594;0;2
0,48920428;0,426868306;0,331906644;0,427742632;0,241315957;0,250349913;0,193103053;0,539951112;0;2
0,48920428;0,521914762;0,337047922;0,420824989;0,183786374;0,227900623;0,156054509;0,46020361;0;2
0,48920428;0,393051612;0,330376762;0,42003398;0,186457099;0,230482373;0,180092899;0,319991945;0;2
0,48920428;0,480475547;0,334135523;0,418828402;0,201203303;0,229143475;0,28919443;0,274494857;0;2
0,48920428;0,48648388;0,334432596;0,421080672;0,206306122;0,235872107;0,177617076;0,369902426;0;2
0,48920428;0,404580531;0,330958945;0,427766248;0,289766309;0,229021669;0,182926885;0,367199991;0;2
0,48920428;0,429573582;0,332222218;0,421771441;0,320572378;0,227437607;0,178052886;0,251842509;0;2
0,506842109;0,569093825;0,338410124;0,433878369;0,182643068;0,225284781;1;0,166277048;0;2
0,500584698;0,473889133;0,334251571;0,424748939;0,203621767;0,2334177;0,184873177;0,392393063;0;2
0,513244302;0,381644939;0,330284146;0,416440644;0,212982242;0,222215517;0,148935616;0,198143453;0;2
0,48920428;0,785279592;0,349667998;0,413367425;0,182643068;0,22916692;0,154383846;0,431689766;0;2
0,500361724;0,313775791;0,327202335;0,42612772;0,26476627;0,220719713;0,222407141;0,155067852;0;2
0,499672571;0,481029298;0,334648271;0,428916064;0,284658131;0,235923523;0,22411907;0,336711577;0;2
0,500118858;0,472544065;0,33491585;0,418415118;0,192471906;0,232976446;0,157944436;0,318399786;0;2
0,500071585;0,431433126;0,332297681;0,418903402;0,292545718;0,223417566;0,155275448;0,235661761;1;2
0,500071896;0,400234449;0,33169516;0,41902248;0,19071862;0,222774855;0,200819141;0,21992217;0;2
0,499709664;0,395398529;0,330969464;0,422432698;0,200530672;0,223985354;0,193248029;0,19256518;0;2
0,502019137;0,506558042;0,335416293;0,42036972;0,194090587;0,230926046;0,159271732;0,328130843;1;2
0,500205093;0,37984964;0,329896168;0,424443435;0,257124469;0,233558016;0,189660311;0,322006837;1;2
0,500246767;0,491691883;0,334829671;0,417515326;0,244374216;0,226889908;0,165441156;0,272956244;1;2
0,499872709;0,405713253;0,330790436;0,42188783;0,196286132;0,229125081;0,206649124;0,27864027;1;2
0,499386731;0,345607619;0,328797958;0,558005882;0,33155569;0,373644713;0,278896308;0,516892038;0;3
0,499511934;0,468430579;0,333243405;0,420915487;0,39501439;0,225237813;0,232710523;0,190275551;0;3
0,500087869;0,427508258;0,33188245;0,426016955;0,182643068;0,245258216;0,221375449;0,367291601;0;2
0,498996137;0,44690281;0,332881624;0,419715631;0,183809565;0,232710664;0,182182938;0,352072815;0;2
0,499510257;0,364515936;0,329587924;0,422650722;0,236178446;0,232818795;0,216457566;0,239492959;0;2
0,508278664;0,399878152;0,331202444;0,420745941;0,222607286;0,222553668;0,185229798;0,184017884;0;2
0,540118487;0,386390274;0,33088651;0,43485184;0,258723781;0,221839102;0,26505663;0,15824514;0;2
0,526773573;0,368695382;0,329826874;0,430648946;0,251678804;0,22557967;0,296392148;0,171009329;0;2
0,499573547;0,337522501;0,328913264;0,510052837;0,183450568;0,220525791;0,332444411;0,141638504;0;2
0,777901664;0,401070348;0,33153571;0,421779198;0,51066159;0,223065507;0,192057357;0,177133091;0;2
0,499407699;0,193953377;0,323566924;0,413367425;0,182643068;0,220469057;0,105206639;0,141234687;0;2
0,499658466;0,411977381;0,331352502;0,430427927;0,24691458;0,233713279;0,210527006;0,360939036;0;2
0,499468368;0,367890306;0,330199768;0,420388756;0,229349771;0,233648829;0,242334589;0,306689846;0;2
0,499355713;0,442955442;0,332794341;0,423152985;0,330702439;0,229591387;0,171879007;0,294546285;0;2
0,500459966;0,420762792;0,331974828;0,423047123;0,293796075;0,224818;0,185590862;0,231410521;0;2
0,500752624;0,488145831;0,335003651;0,426726816;0,418043471;0,252675869;0,173597491;0,481161584;0;2
0,503146712;0,388597179;0,330774056;0,418496296;0,291248091;0,222630202;0,174887761;0,18861333;0;2
0,500681192;0,380349815;0,33001867;0,430227251;0,300610004;0,223426143;0,260457394;0,191518672;0;2
0,500850198;0,341765701;0,329082446;0,452340523;0,276551212;0,231491979;0,310074303;0,201688293;0;2
0,500913545;0,368838234;0,32969762;0,464071224;0,274455293;0,22890307;0,37217458;0,234698765;0;2
0,499757575;0,375446676;0,329787124;0,42605283;0,24378302;0,221422547;0,170724948;0,17201778;0;2
0,500331548;0,38294711;0,330288068;0,427847423;0,237750967;0,22587483;0,183470524;0,210836535;0;2
0,500468219;0,365634617;0,329885853;0,434248076;0,246301049;0,225562607;0,183698471;0,206546337;0;2
0,501148631;0,446158373;0,332242065;0,425044022;0,205819581;0,237762802;0,16685697;0,453790689;0;2
0,500180707;0,398942387;0,330953349;0,421174466;0,337118356;0,231163886;0,163934361;0,353550165;0;2
0,501416238;0,439532495;0,332017146;0,424204524;0,256267917;0,231064236;0,299291325;0,247599203;0;2
0,500727822;0,436374;0,332401738;0,429353041;0,211996263;0,229971541;0,247898552;0,261382702;0;2
0,500545623;0,395102684;0,330413711;0,422392382;0,308091463;0,247391503;0,162658698;0,5568607;0;2
0,500682484;0,439397807;0,331176857;0,417785336;0,182643068;0,223234525;0,158309769;0,190642711;0;3
0,499679572;0,617585225;0,338189337;0,460757246;0,182643068;0,246350255;0,211544876;0,498253043;0;3
0,629563588;0,729581358;0,772512504;0,50940052;0,356262744;0,192054842;0,196652847;0,209296641;0;1
0,691899022;0,346828143;0,219958532;0,525107937;0,22826511;0,119478652;0,120787584;0,257103135;1;1
0,585493599;0,369390825;0,2300923;0,469438169;0,35570521;0,465290931;0,178988145;0,331537637;0;1
0,574240813;0,25830834;0,090768917;0,460262493;0,310910117;0,188776015;0,240828363;0,298424544;0;1
0,625335882;0,408986674;0,299983682;0,580880832;0,157881071;0,065593672;0,181723202;0,116526924;0;1
0,638882979;0,283743275;0,139271972;0,531710614;0,203951713;0,452455454;0,212819923;0,504274169;1;1
0,490689377;0,249637476;0,10116895;0,456712398;0,205061876;0,212857079;0,272019798;0,303775418;1;1
0,768004213;0,588113401;0,55783446;0,488578773;0,193677505;0,330313425;0,167109127;0,366439969;1;1
0,994049275;0,469624087;0,368078478;0,504918454;0,175579509;0,145409499;0,310388013;0,149720534;1;1
0,523744573;0,600623363;0,547630445;0,472817204;0,194620804;0,14096153;0,147621686;0,171398781;1;1
0,581822189;0,378685317;0,284995212;0,62686969;0,166055582;0,346477585;0,192799724;0,228709485;0;1
0,506112534;0,39091139;0,318784171;0,560730904;0,235445341;0,046666907;0,121756734;0,033465799;1;1
0,50726304;0,448938428;0,333307857;0,546309345;0,301665484;0,257040787;0,123792244;0,162857302;1;3
0,505706646;0,182156473;0,021534495;0,414799884;0,169118368;0,226743378;0,153740475;0,221960728;1;1
0,491773615;0,424196761;0,322701651;0,430289812;0,24760671;0,229959157;0,17718787;0,350884207;1;1
0,506191235;0,519997298;0,465151602;0,415309172;0,406878314;0,231258128;0,276772191;0,412424886;0;1
0,51689868;0,454085474;0,391340013;0,425309255;0,313874411;0,246439332;0,18495641;0,744392351;0;1
0,520253431;0,42137892;0,313868064;0,417412403;0,348473905;0,229484792;0,179514001;0,272017318;1;1
0,674747304;0,228357989;0,048398628;0,514213306;0,171437122;0,229908204;0,227526526;0,234667606;1;1
0,440631182;0,277091638;0,110888895;0,445855418;0,169118368;0,228258776;0,248123931;0,227570939;1;1
0,50145043;0,457851948;0,385650461;0,445392758;0,169118368;0,233850521;0,238575618;0,299928172;1;1
0,505228244;0,395380501;0,273128857;0,422268625;0,232831986;0,229786647;0,180488159;0,275055783;0;1
0,504133846;0,505958572;0,479874951;0,452763905;0,309006589;0,230042303;0,191076081;0,337907865;0;1
0,500419398;0,525470147;0,485196292;0,425034024;0,440989349;0,232302263;0,185589704;0,287134882;0;1
0,508630008;0,37254147;0,253424593;0,420702717;0,347596423;0,240437761;0,187376582;0,321423991;0;1
0,649731561;0,301863147;0,147463849;0,427123306;0,253711412;0,228675489;0,233933725;0,245167238;0;1
0,50147637;0,345057422;0,229363248;0,430344515;0,471519172;0,231229161;0,274467592;0,271148562;0;1
0,506770643;0,299380941;0,130496234;0,431640884;0,227673984;0,228504914;0,17680593;0,24799136;0;1
0,503776933;0,460425552;0,389325999;0,527395065;0,392082769;0,24171314;0,206238527;0,335605615;0;1
0,504781455;0,384167498;0,256688905;0,42306377;0,220784817;0,22860764;0,180171514;0,256084068;0;1
0,559455219;0,433321364;0,34546632;0,417653731;0,169118368;0,227699616;0,177486982;0,265573242;0;1
0,496223343;0,403592005;0,262573765;0,429505837;0,598851803;0,23828741;0,191805614;0,437222096;1;1
0,88577236;0,430203946;0,333783481;0,423233613;0,195516059;0,233308387;0,189895945;0,333210029;1;1
0,693708852;0,492630794;0,431714978;0,420555165;0,169797516;0,245520457;0,182523551;0,714072999;1;1
0,622074828;0,505072346;0,463589813;0,438062854;0,169118368;0,231933298;0,19308937;0,30567395;0;1
0,552387453;0,425926736;0,316618675;0,423586435;0,169118368;0,240844877;0,18437953;0,366445879;0;1
0,51088307;0,621592579;0,598715165;0,416882207;0,252501197;0,273568872;0,178801376;0,754526446;0;1
0,697015901;0,417164401;0,319935851;0,415693486;0,169118368;0,229961887;0,173806156;0,277138416;0;1
0,501591291;0,457352679;0,343463654;0,418657554;0,169118368;0,23336302;0,17728619;0,329079608;0;1
0,502473292;0,543027608;0,522155666;0,436367617;0,169457942;0,23926222;0,184453836;0,363671537;1;1
0,501561695;0,336194672;0,177871819;0,443723907;0,27654558;0,243371234;0,17749447;0,445660291;0;1
0,501324711;0,43224318;0,326493427;0,415572913;0,276987174;0,233839627;0,176920626;0,367622439;0;1
0,502722677;0,309803386;0,154424514;0,416882267;0,169457942;0,230685441;0,177609703;0,276769106;0;1
0,504005437;0,543213669;0,495032913;0,426519529;0,195567209;0,230755629;0,189793897;0,279021407;1;1
0,490111216;0,488975238;0,378275411;0,420332418;0,200185109;0,228121311;0,180618507;0,285227587;0;1
0,506469682;0,538704806;0,487578218;0,421318402;0,169797516;0,23316946;0,189116862;0,367450263;0;1
0,50252421;0,455147374;0,367467193;0,442875891;0,388785511;0,231838099;0,196720186;0,310877176;0;1
0,496889078;0,430321131;0,336623334;0,419359286;0,327699077;0,237773386;0,187243202;0,373412356;0;1
0,509177091;0,426640943;0,340942528;0,421831417;0,306777951;0,227518037;0,175015779;0,285251082;0;1
0,50200908;0,480314565;0,40335513;0,43869083;0,474567795;0,230606092;0,211660461;0,320333818;0;1
0,516558958;0,42059278;0,314245576;0,44894634;0,169118368;0,231325126;0,239837794;0,264034697;0;1
0,511763193;0,350831537;0,201925371;0,511110977;0,291194815;0,232293563;0,273701018;0,262691028;0;1
0,440631182;0,403195444;0,307734295;0,416691414;0,205102865;0,237878779;0,184567561;0,337608009;0;1
0,499403018;0,388068797;0,262966971;0,42115083;0,188810389;0,229515274;0,187608487;0,29084074;0;1
0,50189181;0,429085137;0,343750335;0,428271426;0,349576387;0,229447046;0,179745562;0,280306034;0;1
0,440631182;0,34688256;0,213526104;0,429536114;0,169118368;0,227993225;0,175733251;0,250357472;0;1
0,549891823;0,528112455;0,46746373;0,418795636;0,402201366;0,23282931;0,176856944;0,33191729;0;1
0,500852626;0,407949701;0,31492625;0,420353641;0,193941248;0,229194013;0,174718143;0,299850707;0;1
0,507133275;0,347820954;0,167323933;0,417009504;0,198220453;0,228840564;0,177679224;0,275908244;0;1
0,499980659;0,440354723;0,354307235;0,422892694;0,207589492;0,235253277;0,178516756;0,356707867;0;1
0,440631182;0,415937758;0,315149121;0,426975089;0,250815852;0,227952786;0,475580026;0,24514236;0;1
1;0,377372896;0,250597963;0,418861808;0,364524953;0,229766426;0,185240421;0,295494729;0;1
0,504758658;0,19263964;0,014665286;0,416380478;0,169118368;0,226975517;0,175572611;0,227952873;0;2
0,50319738;0,342404701;0,276246314;0,420003037;0,179631707;0,522772583;0,16919707;0,577163539;0;1
0,549282184;0,393713818;0,314328832;0,418308424;0,249305071;0,541530032;0,170994561;0,731329568;0;1
0,545067669;0,33134331;0,288283888;0,442403192;0,177257635;0,37548779;0,22309164;0,541780371;0;1
0,543879685;0,502429505;0,417111653;0,428569301;0,178381421;0,338448956;0,167157477;0,533051561;0;1
0,59316799;0,593640518;0,541226343;0,428876693;0,630696806;0,372419808;0,179740559;0,557753464;0;1
0,502881892;0,33504677;0,268635327;0,421255237;0,302004858;0,202484545;0,179827965;0,181938003;0;1
0,496867578;0,493093025;0,435537474;0,417182149;0,30200819;0,306124861;0,179140777;0,502016923;0;1
0,499028988;0,401405551;0,31814507;0,415177268;1;0,204854641;0,173370276;0,180556951;0;1
0,494280082;0,531442193;0,462724691;0,416176385;0,665615647;0,26620254;0,172679703;0,342821131;0;1
0,440397376;0,307219692;0,257097653;0,436137709;0,177257635;0,313781495;0,196472898;0,212351861;0;1
0,438578551;0,357455403;0,277109495;0,425724344;0,233116093;0,197461675;0,182044909;0,292858695;0;1
0,727027261;0,433949894;0,3767877;0,418834759;0,654539421;0,168320358;0,204265221;0,117627625;0;1
0,597127702;0,504212996;0,458231812;0,420322312;0,177257635;0,476543794;0,184419804;0,58223707;0;1
0,571346185;0;0;0,408920318;0,177257635;0,141658997;0,130046076;0,014258823;0;1
0,525055437;0,314672199;0,254991584;0,419526918;0,387800645;0,152445189;0,176246303;0,078138083;0;1
0,511077327;0,435067489;0,376789548;0,430883758;0,657576632;0,268139826;0,20141785;0,360031209;0;1
0,577777647;0,433271145;0,364468007;0,418841589;0,391927746;0,42282832;0,180145263;0,521351343;0;1
0,498682665;0,556722079;0,496491621;0,416486303;0,219115485;0,254759125;0,174318301;0,387583183;0;1
0,503403358;0,456041172;0,409384077;0,426856908;0,193731686;0,277461802;0,194914963;0,355058622;0;1
0,755885978;0,650241896;0,585560965;0,818576062;0,177257635;0,327859956;0,164371177;0,710050122;0;1
0,514088268;0,427120769;0,381138584;0,419517299;0,319216985;0,261851427;0,182750846;0,30053111;0;1
0,511259879;0,387760839;0,329096808;0,41847141;0,577149179;0,18949497;0,185010627;0,163596276;0;1
0,504881836;0,438555564;0,378613508;0,419255968;0,644811703;0,240432583;0,190601167;0,228326193;0;1
0,500497356;0,329071098;0,268110456;0,416069266;0,56529569;0,217729393;0,173871733;0,242185034;0;2
0,49928292;0,332119324;0,232611335;0,426435668;0,350072181;0,307211998;0,188209853;0,34472134;0;2
0,517849995;0,350167012;0,252376014;0,419283697;0,370259403;0,223111693;0,173782332;0,271188648;0;2
0,602677032;0,484782765;0,339086921;0,418492035;0,17818861;0,546262693;0,173064419;0,827993235;0;2
0,499100981;0,31636631;0,221279095;0,43377301;0,81057766;0,22939398;0,198069815;0,236335514;0;2
0,438578551;0,749589592;0,547162311;0,408920318;0,177257635;1;0,203017756;1;0;2
0,499488997;0,560088156;0,462918432;0,419151738;0,316734076;0,348575;0,171963498;0,549735991;0;2
0,492710263;0,457561343;0,322550018;0,416681578;0,177257635;0,214144361;0,16839897;0,403114103;0;2
0,523838277;0,442921035;0,35166006;0,414868024;0,21436078;0,215594699;0,18284094;0,289702412;0;1
0,453333543;0,472744452;0,36000705;0,408756737;0,21436078;0,227568351;0,18249702;0,29053705;1;1
0,514734782;0,407711002;0,311358355;0,426982019;0,226107699;0,214176813;0,182999365;0,277793521;1;1
0,509343392;0,431181687;0,332429426;0,415828673;0,237854619;0,25085664;0,182540343;0,325401437;1;1
0,506720874;0,40312418;0,302040417;0,411281289;0,544340736;0,211092644;0,182865685;0,286629535;0;3
0,494486151;0,446354795;0,320791314;0,418515667;0,21436078;0,236969729;0,182525928;0,319371574;0;3
0,50054924;0,362380771;0,264816933;0,490133006;0,627595742;0,250099228;0,182686205;0,30583716;0;3
0,503270187;0,323454744;0,239905677;0,46195028;0,268103511;0,191319292;0,182740215;0,24247877;0;3
0,453333543;0,37408493;0,278535257;0,42953401;0,396122174;0,20923182;0,182787815;0,263434852;0;3
0,501909851;0,410771114;0,319361402;0,414127531;0,21436078;0,231275972;0,183240614;0,30525;0;3
0,501841044;0,347594172;0,265527274;0,408875931;0,612734996;0,220898528;0,182439356;0,290242595;0;3
0,49832568;0,330024269;0,249503178;0,411671227;0,551118673;0,205788196;0,182500387;0,270560155;0;3
0,500110653;0,417846539;0,30324292;0,410426077;0,523257756;0,21567704;0,182542891;0,292092916;0;3
0,494969122;0,307566505;0,240332533;0,410945138;0,21436078;0,192068554;0,18238542;0,254509686;0;3
0,831982535;0,468772866;0,341350894;0,409421084;0,896753383;0,205513683;0,182385952;0,301854289;0;3
0,514080396;0,390949406;0,294774452;0,414067032;0,21436078;0,198200228;0,182747326;0,260352976;0;3
0,453333543;0,531442501;0,393476264;0,41525493;0,226325951;0,215599819;0,187051496;0,287718461;0;3
0,505538696;0,377837377;0,291138733;0,424276152;0,286360881;0,209127032;0,183807965;0,277170905;0;3
0,453333543;0,676877591;0,558955308;0,398856653;0,21436078;0,215435571;0,186112578;0,250021712;0;3
0,511022678;0,397207895;0,29457226;0,442966725;0,27784185;0,217981149;0,182654969;0,29016711;0;3
0,515488314;0,385611125;0,287611531;0,416470617;0,431561727;0,20782637;0,182724151;0,280876871;0;3
0,523068078;0,35909436;0,284256692;0,41999895;0,231142094;0,210767804;0,183403871;0,280954823;0;3
0,496774004;0,480131899;0,377447677;0,42244685;0,413444671;0,224095443;0,182950632;0,295014444;0;3
0,502924229;0,408994545;0,315911334;0,419638473;0,321220764;0,210021205;0,182816041;0,271409114;0;3
0,505775805;0,382474833;0,285871699;0,417241472;0,21436078;0,200100842;0,182799501;0,266478544;0;3
0,501272722;0,514030641;0,417189579;0,420608443;0,232928456;0,221253224;0,18314899;0,293841061;0;3
0,453333543;0,513681957;0,426856354;0,405782433;0,21436078;0,186983581;0,196561359;0,243512423;0;3
0,502121203;0,3973899;0,312911611;0,411829902;0,21436078;0,203679846;0,182427286;0,27570731;0;2
0,453333543;0,437085509;0,339076644;0,412880264;0,21436078;0,219274961;0,183318647;0,282417467;0;3
0,508425888;0,37938615;0,280588983;0,42788148;0,226786167;0,219398487;0,183455416;0,288791683;0;3
0,453333543;0,385844563;0,290659408;0,417359806;0,397345739;0,228734528;0,182974035;0,28779198;0;3
0,453333543;0,397259093;0,298275451;0,410570593;0,56140979;0,199188669;0,182437973;0,253220025;0;3
0,515473901;0,432386705;0,333875558;0,40934772;0,503521678;0,201587052;0,182711162;0,275145472;0;2
0,496287895;0,210441629;0,155277336;0,398856653;0,21436078;0,18644085;0,181325867;0,24098437;0;3
0,497083346;0,210441629;0,155277336;0,398856653;0,21436078;0,18644085;0,181325867;0,24098437;0;2
0,487272785;0,673192235;0,566345338;0,398856653;0,21436078;0,18644085;0,181325867;0,24098437;0;3
0,48585865;0,570680015;0,356012618;0,541453173;0,21436078;0,186443161;1;0,240985989;0;3
0,523281046;0,442427315;0,365471967;0,429259899;0,411315429;0,474617971;0,261741701;0,587964935;0;2
0,556603546;0,441811617;0,367754948;0,424611524;0,210923401;0,280882572;0,213725998;0,35517742;0;2
0,512083972;0,446335504;0,379137257;0,40453685;0,230514613;0,270118653;0,104389021;0,415258666;0;2
0,511485239;0,429269183;0,348711372;0,417862394;0,228110188;0,276007702;0,145340528;0,427887691;0;2
0,515549835;0,439522422;0,364251427;0,40373367;0,226708226;0,279731659;0,118624785;0,43628861;0;2
0,511862124;0,447057082;0,374815053;0,405914053;0,251168876;0,288026872;0,090109039;0,448219643;0;2
0,506763272;0,41706673;0,320744063;0,410623707;0,21430276;0,263886411;0,22101342;0,192109334;0;2
0,501348398;0,442163406;0,365385054;0,41699448;0,152963558;0,221269145;0,183660728;0,238608731;0;2
0,607292597;0,422845607;0,334878263;1;0,145631249;0,173377584;0,181642817;0,078609177;0;2
0,486732899;0,439617414;0,374563813;0,407032133;0,243181402;0,212095905;0,269407852;0,492116472;0;2
0,499008435;0,430637695;0,333002847;0,411378588;0,21911406;0,224180314;0,168989311;0,322155777;0;3
0,50178479;0,431816703;0,333588973;0,42179006;0,241526926;0,313801943;0,178965839;0,648444651;0;3
0,498728808;0,431056076;0,333504828;0,435568341;0,23270705;0,232745783;0,307050885;0,280335661;0;3
0,497760033;0,431081906;0,333286901;0,419248419;0,245892784;0,265900484;0,190271855;0,353726382;0;2
0,499426174;0,427798698;0,331280445;0,405381261;0,254891114;0,214460508;0,20643963;0,271473339;0;2
0,499025668;0,430983572;0,333274427;0,410017156;0,192285847;0,228100843;0,147517747;0,305935996;0;3
0,498899842;0,429001924;0,332167581;0,393560841;0,212281265;0,209176017;0,157512186;0,258950915;0;2
0,498095728;0,43029305;0,332874225;0,422279368;0,192285847;0,242441963;0,179737769;0,328267092;0;3
0,49940971;0,432067018;0,333859656;0,471819492;0,235039767;0,364099268;0,181383934;0,613867256;0;3
0,500940418;0,428669591;0,331841679;0,402468657;0,205503045;0,224065407;0,156725658;0,30703224;0;3
0,483431147;0,427917831;0,331236159;0,394399547;0,192285847;0,207276827;0,155023563;0,243882662;0;3
0,504878158;0,429662403;0,332354223;0,452883605;0,281418861;0,252346715;0,182154849;0,375106802;0;3
0,500066227;0,428669298;0,331619496;0,405710629;0,361463869;0,25477095;0,136319684;0,44034313;0;3
0,521742341;0,430387449;0,332899864;0,417413527;0,280931016;0,252843303;0,174813535;0,425659136;0;3
0,504858169;0,428972691;0,33197577;0,405954982;0,236641237;0,24511847;0,15533243;0,327827323;0;3
0,538940298;0,428041175;0,331347925;0,422617326;0,226351792;0,266064451;0,157574621;0,366450934;0;3
0,56758162;0,429991206;0,332834463;0,439404932;0,212414311;0,258915618;0,148413797;0,39459826;0;3
0,518316964;0,429289797;0,332031087;0,431628789;0,236542789;0,290455965;0,194634212;0,460399222;0;3
0,525377176;0,429787651;0,332537683;0,407399477;0,22627527;0,310672622;0,189154301;0,467650772;0;3
0,519568944;0,429447612;0,332137007;0,477795151;0,233560312;0,272635641;0,149776853;0,507863406;0;3
0,501998424;0,429012205;0,331576096;0,52035727;0,244611262;0,578992581;0,191248294;0,518184013;0;3
0,503192563;0,427997146;0,331168644;0,543742104;0,192285847;0,268650154;0,355952553;0,288530474;0;3
0,500395671;0,428886221;0,332019541;0,478517365;0,192285847;0,276048214;0,291652877;0,358206896;0;3
0,499919222;0,427808437;0,331178766;0,423523538;0,278413848;0,25256849;0,234626452;0,346220709;0;3
0,52498442;0,429757781;0,332359314;0,404776873;0,266592815;0,28286014;0,153252324;0,460071099;0;3
0,499471339;0,431533544;0,333625152;0,415978727;0,221928784;0,231064249;0,281332552;0,35667202;0;3
0,497486058;0,430031369;0,332486623;0,416458426;0,236663388;0,268588429;0,221920283;0,408279889;0;2
0,501130028;0,429948009;0,332721139;0,414423797;0,264665485;0,267986486;0,176132452;0,407469474;1;3
0,499575062;0,429690247;0,332555323;0,404166413;0,264389648;0,255302719;0,14829386;0,36155872;0;3
0,499209386;0,429410733;0,332129555;0,426030684;0,208364445;0,2214194;0,171320495;0,30673308;0;3
0,499012287;0,429452427;0,33236437;0,411565566;0,208297052;0,222672038;0,180260129;0,298847833;0;3
0,499536587;0,432376664;0,333766624;0,402784499;0,192285847;0,267351974;0,162509097;0,411667874;0;3
0,499542049;0,431256433;0,33356778;0,419073742;0,219444658;0,254510031;0,161723818;0,383645099;0;3
0,507867704;0,430653871;0,33312967;0,446112638;0,208982175;0,333843409;0,167275328;0,557015308;0;3
0,52675879;0,429014933;0,332143182;0,529473785;0,233864394;0,32328348;0,234693635;0,499970175;0;3
0,50025543;0,430239236;0,33293335;0,436690496;0,23451989;0,276671357;0,16676877;0,457147596;0;3
0,503111816;0,429810339;0,332565125;0,420911688;0,280177799;0,237475759;0,200327224;0,315874244;0;3
0,499853201;0,430406089;0,33283989;0,408888229;0,192520221;0,245859689;0,323721055;0,312447185;1;2
0,500217925;0,428874327;0,33181283;0,397596598;0,21610419;0,231330961;0,28189097;0,284109129;1;2
0,500427766;0,430465428;0,332755404;0,458499403;0,242338242;0,318310951;0,164458074;0,49034349;0;3
0,500622715;0,428630403;0,331625303;0,444600192;0,214076105;0,218425255;0,202001133;0,275463212;0;3
0,499724684;0,429330615;0,332146612;0,412506705;0,240238887;0,214412987;0,176395733;0,298095946;0;3
0,527060883;0,428935197;0,332056708;0,421287528;0,261105708;0,241362594;0,142641802;0,30960521;0;3
0,500376632;0,433869198;0,335163852;0,411068469;0,316074862;0,270455058;0,149436871;0,449868243;0;3
0,501658696;0,427427602;0,330575476;0,427473372;0,204963567;0,211783576;0,180637944;0,264235851;0;3
0,500852813;0,429146517;0,331995021;0,407519538;0,192442096;0,223482621;0,179039076;0,314418048;0;3
0,498947237;0,429440293;0,332326522;0,414097662;0,336173067;0,221042085;0,178695831;0,292104218;0;3
0,499533734;0,428601787;0,331834156;0,409907317;0,192285847;0,217556671;0,142164411;0,288677249;0;3
0,498078577;0,430038377;0,332744915;0,511935974;0,239216497;0,219746118;0,189953086;0,310110494;0;2
0,498770779;0,427869704;0,330984345;0,620121329;0,239181232;0,206969489;0,12369452;0,249101938;0;2
0,498663885;0,429395022;0,332231693;0,4327269;0,249001084;0,219735542;0,234370526;0,27484569;0;2
0,498171787;0,429642916;0,332300923;0,441068304;0,282682463;0,212390476;0,144200678;0,267584201;0;2
0,499181087;0,426856468;0,33079343;0,410983747;0,242718331;0,224469568;0,137766526;0,277595227;0;2
0,497794996;0,429221556;0,33222845;0,497324849;0,257096196;0,260170142;0,187359654;0,320322967;0;2
